classification	mw_mean	mw_std	mw_cf	mw_kts	hr_mean	hr_std	hr_max	hr_min	hr_cf	hr_kts
0	29.075558885974772	567.8875383266443	3.5998716890382707	7.821667968113898	99.50102083333333	0.4288618635687237	100.30515	99.0	1.0080722537268312	2.4749921406081543
1	31.515851692638368	110.77185790728451	6.538278171427131	12.737983617106158	108.22294666666669	0.16370549519046962	108.38846000000001	108.0	1.0015282279143776	1.500000000000168
1	32.67249375668926	109.63469870403529	6.582193228763799	13.116456436663084	108.133768	0.16735873259558762	108.38846000000001	108.0	1.0023541414422819	1.4354271552199447
1	38.20590269771731	102.8202103130044	6.864860553980456	13.810421009220287	108.083605	0.1473073945021128	108.38846000000001	108.0	1.0028196166681518	2.768727860866081
1	33.521287465940055	147.25500212347976	7.469099346026631	12.110270869001434	108.066884	0.1359335946114901	108.38846000000001	108.0	1.0029749192418282	3.78741679594697
1	32.57536094993928	136.4833313077323	8.038941751346577	13.135429291482446	108.08698666666668	0.15257210149813194	108.38846000000001	108.0	1.0027881742244413	2.6228908304106766
1	33.507274380541034	178.4034646737477	7.354447285873663	13.893201747191611	108.51206	1.2291805605361645	112.75	108.0	1.038988357354553	10.130011048523116
1	31.380593454823014	178.4189505012798	7.369275449248139	13.049229475299315	109.2761775	2.329534555601987	115.0	108.0	1.0521403711697972	3.9413579152227145
1	33.29441624365482	173.23119440052784	7.567953656479696	12.998716805405305	109.85660222222222	2.7423785449446685	115.0	108.0	1.0464931781289784	2.1598768566332023
1	25.086909871244636	63.819613681462414	12.555909111433174	40.0769003451356	96.357268	0.016747999999999763	96.374016	96.34052	1.000173796378802	1.0000000000000002
1	26.906985032074125	72.67534090548331	11.110194424921964	25.071134110683865	96.1429072	0.1753450880959019	96.374016	96.0	1.0024021378788583	1.1909237013026408
1	29.84004602991945	67.5762159015952	11.65540145767209	29.030447554710094	96.08421942857142	0.17801141761684505	96.374016	95.875	1.003014346985312	1.9185628564014838
1	30.934353741496597	90.6879383002711	8.985713483760618	16.3131073028217	95.95439288888889	0.29514530534427447	96.374016	95.375	1.0043684004369406	2.602778577884124
1	37.12127343855389	164.0328271308059	6.1303100027739434	19.228274847770052	95.72404872727272	0.5625188226780566	96.374016	94.5	1.0067726270602038	2.8383369197874866
1	28.815521915951198	345.16642215946115	5.909914030304984	21.3930432671891	95.31889542857142	0.9334534083392937	96.374016	93.5	1.0110208964614398	2.078428275364989
1	52.84239130434783	85.1381878422619	6.307137300883849	20.656186963460126	119.3306	2.0638899999999936	121.39448999999999	117.26671	1.017143442750803	1.0000000000000002
1	47.0940170940171	72.77595379920707	7.290815542490654	26.88109929142839	118.6581575	1.6333450071766007	121.39448999999999	117.26671	1.0229637249518082	2.1500822666636292
1	48.57655779476488	123.83902546018422	5.465117197416136	12.04971825028832	117.43877166666668	2.18476106154591	121.39448999999999	114.75	1.03350441442844	2.3476467596405497
1	40.11925976696367	273.6985332064639	7.399955489150206	33.4646384043033	116.89157875000001	2.119851630701057	121.39448999999999	114.75	1.0383513832908573	2.855952890199257
1	38.837152871393904	249.3923532755022	8.110199262548493	38.257180435477345	117.55751181818182	2.6024498096210595	123.25	114.75	1.048166197299278	2.8186368211638673
1	39.04500781773509	331.47491834905213	6.133028541578985	17.574516543491626	119.41404846153847	4.99281228874661	130.875	114.75	1.095019862726743	3.151180597776028
0	33.71312601473711	271.5219914453493	4.806164347222373	20.491932400042185	118.869675	0.26967499999999944	119.13935	118.6	1.0022660817960203	1.0000000000000002
0	33.70013726111287	264.1933726401102	4.937408101223954	19.629116061991216	118.2160875	0.7885062130184808	119.13935	117.0	1.0077875387824125	1.8984311401823293
0	29.96402655550409	552.2512460143828	3.701202202170954	8.811597171148312	78.5	0.0	78.5	78.5	1.0	0
0	29.83930131004367	499.03696989304893	4.094587359725657	10.683113180636767	80.375	1.875	82.25	78.5	1.023049814004038	1.0
0	31.871741178934144	497.3947498807939	4.107020632585924	10.818398565800097	82.5625	2.6123205680007957	85.5	78.5	1.035061124798505	1.8848872988251348
0	30.17543068458555	462.18510524034275	4.419552034709532	12.502770507517516	84.02083333333333	2.967196230825023	87.0	78.5	1.0348123939344394	2.34097351343308
0	34.67910625148562	454.3789478191566	4.49198624940072	11.998629027206709	84.640625	2.7855917655634683	87.0	78.5	1.027319002547409	3.1881673927105556
1	26.8330658105939	1.4951171699934607	1.079082338871597	70.64894644182615	141.73889	0.0	141.73889	141.73889	1.0	0
1	26.908185053380784	1.2502400828191484	1.0765775369132853	98.3305661963362	141.36944499999998	0.3694449999999989	141.73889	141.0	1.0026099062642737	1.0
1	30.74171270718232	31.991323789478958	16.61116270893984	122.60049573987918	141.24629666666667	0.3483160863672844	141.73889	141.0	1.0034844266507166	1.4999999999999993
1	31.133117436509288	51.54753430614113	12.238508096564484	26.376771409212832	141.1847225	0.319948755301141	141.73889	141.0	1.0039225458625542	2.3333333333334365
1	30.97743338771071	50.055692547760074	12.520018795583326	24.15177253469085	141.23661636363636	0.32741154603600275	141.75	141.0	1.0036322221008915	1.7330095592222576
1	31.4181554265297	58.3782760441078	11.11685500363463	18.858412788034787	141.35406	0.4081272027764794	142.0	141.0	1.0045654728615334	1.4600622276037285
1	31.617548879351453	57.62234635393608	11.21309246714192	17.30337177949256	141.47517375	0.445982089128518	142.0	141.0	1.0037046831849004	1.1875424389338316
1	31.632262360579325	62.24139529356366	10.555975726488132	15.525728686572798	141.5334877777778	0.45166827192279985	142.0	141.0	1.0032910173212737	1.208027088054954
0	33.4718281313336	45.76193127806993	14.903861387256429	87.66882966964411	128.42497	0.0	128.42497	128.42497	1.0	0
0	32.1043295249549	40.25120607379762	16.412106694731705	109.62062911803034	128.44784	0.14262682239560848	128.63283	128.28572	1.0014395781240082	1.4999999999999372
0	33.56960744637799	43.883674906714226	15.293784557570575	92.36611672869788	129.18225333333334	1.0602768163026515	131.25	128.28572	1.0159722099890636	2.594475951185421
0	33.500694551628335	58.439555309468325	12.544386750738436	36.28591712805249	130.23044	2.058368846908881	134.0	128.28572	1.0288168067284598	1.9594454025053296
0	32.95409754272172	56.69668681332973	12.885399779563386	33.6493297200403	132.7925927272727	4.768396802086326	143.0	128.28572	1.0761736933519972	2.5989198808951217
0	33.02869109947644	63.88449011571095	11.749579041253899	25.183384308035546	134.5168092307692	5.965784822153567	144.0	128.28572	1.069446953607659	1.6995850607840264
0	31.95215572130253	64.95288228989604	11.673434263026158	21.825884958998184	135.78123466666665	6.421619163223416	144.0	128.28572	1.0593454015974197	1.343374344093687
0	60.491638795986624	95.44705547222341	6.831757083777529	12.655762624290109	85.6447825	0.24478249999999946	85.889565	85.4	1.0028540173394354	1.0
0	50.02969714789768	81.84953673002164	8.047642942169698	18.3460586638895	85.91167625	0.39096052536309334	86.5	85.4	1.006837581578514	2.0155374079340804
0	58.559270516717326	91.16259832857438	7.125031890295221	12.825465295095848	86.86024357142857	1.227110243826975	89.0	85.4	1.0245322393234544	1.890675611379444
0	44.24698795180723	90.13460917154644	7.688524671248423	13.028964103648637	87.61352277777777	1.7924107936629652	90.75	85.4	1.0355823166540716	1.7792779802365848
0	37.53688678067657	139.22608094937465	10.249830842834584	24.240138994323466	88.33151863636364	2.225943807997867	91.75	85.4	1.038370935962661	1.5565151928674155
0	39.06925091671032	130.24581153428954	10.869299149363213	26.53979932186489	88.89590038461539	2.438122660191696	92.0	85.4	1.034529340178515	1.4348236202136477
0	38.41195053705208	122.130227903325	11.544313850084675	29.61716533109146	89.3919815625	2.4291633994981927	92.0	85.4	1.0287952998292198	1.5483453592232461
0	37.86153602282634	115.54058979948475	12.156017793202466	32.50471439113956	89.62620583333334	2.384493801932864	92.0	85.4	1.026122401743819	1.7365716614062259
0	38.03998584571833	110.62962455553739	12.633884158774528	34.600471842376955	89.85733525	2.366095414929137	92.0	85.4	1.0234904235600013	1.9470677237813265
0	36.748916369199385	108.46918278630127	12.90544429982518	34.13213426403063	90.13681326086957	2.321400475882012	92.0	85.4	1.0203323264273259	2.3016039517420066
0	57.79561154002438	88.83256143435968	7.5203550469937825	13.257283438316458	109.102047	0.024966999999989525	109.12701399999999	109.07708000000001	1.0002288146125453	1.0
0	48.4175242575713	77.56664787115862	8.716323205951928	18.23485936230958	108.80748600000001	0.281351229075687	109.12701399999999	108.375	1.002933283273411	1.653395748925052
0	56.33019447287615	86.65677469816238	7.711202828505584	11.846404058424442	108.59463285714287	0.41342958079509606	109.12701399999999	108.0	1.0048951803365478	1.5341960866156705
0	45.08329455560726	81.02642895217964	8.595378682232276	13.49036139742793	108.36624300000001	0.49864781369239064	109.12701399999999	107.625	1.0070097078008582	1.685147595344203
0	40.91321178821179	79.0664488385697	8.952573272411323	13.39363704298422	108.18020250000001	0.6187629109371522	109.12701399999999	107.125	1.0087356692998268	1.9551297128476606
0	38.17106641525246	74.73697971885632	9.49708615967421	14.567939321177946	107.93582866666667	0.7388252554411567	109.12701399999999	106.875	1.0110123662062183	1.7817663266104564
0	38.69526387009472	71.67653283128841	9.784593915832428	14.851832234008883	107.76690764705883	0.8351581747506387	109.12701399999999	106.375	1.012590410052692	1.8542965107761362
0	36.929793977813	71.95865922099348	9.853891007673326	13.81725291794003	107.57433842105263	0.9710688076722112	109.12701399999999	105.75	1.0143921841874493	2.017731390787772
1	37.37441176470588	167.31367720702434	7.028812919979383	25.229962682526597	110.31942	0.0	110.31942	110.31942	1.0	0
1	41.99473471040907	172.89242369386128	6.772725928158121	17.006345128876934	109.34720999999999	0.9722099999999969	110.31942	108.375	1.0088511618586888	1.0
1	37.43965384021017	160.88256345849527	7.295005935362195	17.919563150098856	109.34720999999999	0.9722099999999969	110.31942	108.375	1.0088511618586888	1.0
1	35.394904458598724	150.9172692061322	7.773575342177158	18.849558289168435	107.704855	1.7853582870323235	110.31942	105.875	1.024134580647554	1.5409044555950537
0	36.09090909090909	77.65326887771022	8.700170279358261	12.377180136656058	88.1875	0.1875	88.375	88.0	1.002123886607056	1.0
0	35.40708848121802	82.61278860627247	8.288767805758994	10.444246872168048	88.96875	0.8677152110571763	90.25	88.0	1.0143528816698333	1.6343775076079876
0	34.55362379555928	84.85661008857477	8.131231800659577	9.084236590023405	89.72916666666667	1.289817224347009	91.375	88.0	1.018237040888606	1.4189304724532017
0	34.49139804418689	84.00364776600338	8.204035178846478	8.54036088208916	89.9375	1.184205957593526	91.375	88.0	1.01589526290758	1.7368968273058099
0	57.6661316211878	85.43302868085348	6.7330471482812015	10.29506366602125	117.505665	0.021654999999988434	117.52731999999999	117.48401000000001	1.0001842720029142	1.0000000000000002
0	36.7310243183493	96.10597666166761	6.745330451061043	13.332440386280638	117.098694	0.3534582051445421	117.52731999999999	116.625	1.003655810205472	1.4049618181871466
0	41.16923430673718	92.5530894780727	6.851174751640582	11.755221742291932	116.18668375	1.2978467485602587	117.52731999999999	113.75	1.0114755370154929	2.116510315677086
0	34.34667120721948	96.35907520127958	6.784138823832485	10.516442515700637	115.62434699999999	1.6172632524734483	117.52731999999999	113.25	1.016358821266542	1.4245603351206426
0	35.17414745922631	97.29117562083493	6.7082756093874965	9.366106939186974	115.22065153846152	1.5992471479651145	117.52731999999999	113.25	1.0199213353515835	1.3463941098272185
0	34.407614156525625	95.77751306316506	6.819271087164343	9.17788125056549	114.99123133333333	1.6002441001166727	117.52731999999999	113.25	1.0219556746946623	1.4985038229193277
0	38.490562440419446	186.38576895255304	10.75564738546748	57.62710107459821	114.62463722222222	1.6783729914738699	117.52731999999999	112.5	1.0252134798752128	1.8172225639611916
0	38.20576298701299	87.95450297404538	8.175687023801725	18.30041770345764	115.851185	0.09269500000000619	115.94388000000001	115.75849	1.0007998009405323	1.0
0	33.39678690512277	77.26966594281336	9.31359016993242	22.745863516357762	114.986188	0.7525682590542886	115.94388000000001	114.0	1.0083071615712285	1.3971279907352245
0	36.710462287104626	152.27067139878653	5.579908993290542	17.045058609291807	114.1788675	1.2263986973528431	115.94388000000001	112.375	1.0153997399846522	1.727251208207469
0	33.12150687046472	194.50257350458446	4.429745700583784	11.191404415902138	113.755594	1.3858809779717733	115.94388000000001	112.0	1.0191611015339588	1.6716742829512867
0	23.95907162465685	212.11433288220294	4.0943830130880405	22.813207391920265	113.34084153846153	1.4323531035695511	115.94388000000001	111.875	1.0228847866200728	1.8949093671480362
0	33.858458961474035	222.44031972004578	5.702160775482966	20.23517758704112	112.97224625	1.5044945049994154	115.94388000000001	111.125	1.026213107541533	2.2112610348030275
0	33.40882432554363	209.15449737711631	6.057431824230455	22.333274442047035	112.66083894736843	1.5566970703278504	115.94388000000001	111.0	1.0290426947740037	2.4713608788876207
1	-153.26868905742145	526.0112752758724	2.0533465776294846	7.915293464886869	126.69207	0.0	126.69207	126.69207	1.0	0
1	-97.4974982130093	680.6011322155987	2.977242236128053	6.517546805368423	126.09713833333332	0.6455307239051861	126.69207	125.2	1.0047048773224965	1.4999999999999476
1	-65.91512915129151	552.7520961421666	3.677234198451678	9.840159948661483	124.21523583333332	2.2282705749160723	126.69207	120.25	1.0197757892675288	2.1170978256735324
1	-31.09953901314666	517.972061018769	3.9448465801067556	10.904924732006975	122.88017687499999	3.0176474003693436	126.69207	118.5	1.0307104685657575	1.4843157821041455
1	-30.71119816290693	512.9329709441296	3.983640838733245	11.142576831782085	121.57194681818181	3.346901314823142	126.69207	117.75	1.0417213003194468	1.4623020560251812
1	-13.77477074479982	546.7688365606566	3.742624977167538	9.87647653276451	120.90703192307691	3.4514375766391434	126.69207	117.125	1.0474203171410807	1.665905630613254
1	-9.169942748091604	507.99728656898077	4.028892739575622	11.332881681741238	120.0807134375	3.5560461960057896	126.69207	116.25	1.0545952789839503	2.0205097595717745
1	-8.031070387338609	491.5187597263312	4.164086858856926	11.831546122085182	119.35744289473682	3.666792333167662	126.69207	115.25	1.0609504032671733	2.343095950183346
1	-2.968184837971507	483.5094196806136	4.233550261616726	11.881150129841068	118.94244833333332	3.714962931513242	126.69207	115.0	1.0646352228441185	2.536000961214648
1	4.212131256214783	474.4369803652355	4.31441775261841	12.344495088540631	118.44964229166668	3.7115812597362	126.69207	115.0	1.0690612166617544	2.849962150637939
1	3.795777629907447	473.09184525870455	4.3267161268796555	12.16040698848632	118.1842851923077	3.682543751263541	126.69207	115.0	1.0714674257538148	3.0792042521965115
1	48.202774813233724	95.53853130274216	7.718912067663337	17.289495627109922	74.653534	0.0	74.653534	74.653534	1.0	0
1	42.39651493598862	79.16242033297894	9.198153662012048	25.678298450222535	74.46939466666667	0.3344693570272485	74.75465	74.0	1.0038203795883438	1.5000000000000748
1	46.95791168353266	290.40533061268144	6.958387988705376	33.832020776018574	74.2816368	0.34641214646279167	74.75465	74.0	1.006356891744823	1.2230813168028636
1	38.200543847722635	363.9698913481689	5.593368794361598	22.992912982941636	74.308312	0.3032465489729423	74.75465	74.0	1.005998192074706	1.3913434002204934
1	26.118860244233378	340.511039810995	5.993945275894204	24.368573404832865	74.43424266666666	0.3612483094419491	75.0	74.0	1.0075889006295375	1.5207347601068275
0	40.90223123732252	88.62496005481368	9.507390281289627	42.68490679916765	78.84493	0.0	78.84493	78.84493	1.0	0
0	28.40135055783911	97.17596734791057	9.166217694577506	31.190116840805924	78.56328666666667	0.3983038217519688	78.84493	78.0	1.003572025503538	1.4999999999999993
0	20.608976951071572	377.10003964895	5.420179451945651	23.817638685285434	77.887972	0.9376899323209159	78.84493	76.375	1.0122129880035156	1.8074116885942595
0	41.70407533189256	504.0037853423905	4.047644308736414	12.48374713516902	77.02712285714286	1.5975375633474562	78.84493	74.375	1.023379495058189	1.751429650449578
0	34.712877464437234	472.33324208773803	4.322148135841687	13.589597618253638	76.6487325	1.7987121280707359	78.84493	74.0	1.0283696354190581	1.5372068352649513
0	31.084903685092126	499.7170631778174	4.088415649008736	10.900245933995631	76.11898599999999	1.9263482740107007	78.84493	74.0	1.035480085040856	1.4196250461572695
0	44.95404595404595	547.9988164400155	3.7229040185618625	8.936799388477816	75.76582166666667	1.9276859942291507	78.84493	74.0	1.0403031511378684	1.5926987536188382
